accepted_name,species_genome_size,Voucher specimen,Generalised location collected,Row,Tree (R.Gallagher sample tree in red),Year planted,1st budded,1st flowered,R.Gallagher samples,index,genome_size,CV sample,CV Solanum,fcm date,
Eucalyptus polyanthemos subsp. polyanthemos,Eucalyptus polyanthemos subsp. polyanthemos,DN 2899,"Adelong, NSW",189,"01,2,3,4",2000,2006,2009,Batch 2 collected 10.11.15,0.487,1.26,2.91,2.56,23/11/2015,
Eucalyptus tetrapleura,Eucalyptus tetrapleura,DN 1242,"Wells Crossing, NSW",197,"17,18,19,20",2000,2009,2009,Batch 2 collected 10.11.15,0.487,1.26,3.05,2.85,23/11/2015,
Eucalyptus wimmerensis,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",88,"05,6,7,8",1996,2001,2002,Batch 3 collected 22.11.15,0.487,1.26,3.37,2.69,27/11/2015,
Eucalyptus myriadena,Eucalyptus myriadena,DN 5596,"Lake Ogrady, WA",312,"21,22,23,24",2011,,,Batch 6 collected 10.1.16,0.486854917,1.26,5.77,3.07,20/01/2016,
Eucalyptus platycorys,Eucalyptus platycorys,DN 3445,"Hyden, WA",223,"05,6,7,8",2001,2006,2007,Batch 1 collected 1.11.15,0.487,1.26,3.39,2.95,10/11/2015,
Eucalyptus capitanea,Eucalyptus capitanea,DN 1076,"Koonibba, SA",67,"17,18,19,20",1995,1998,1999,Batch 5 collected 6.12.15,0.487,1.26,3.59,2.77,20/12/2015,
Eucalyptus hebetifolia,Eucalyptus hebetifolia,DN 3562,"Stirling Range, WA",238,"13,14,15,16",2001,2011,,Batch 1 collected 1.11.15,0.487,1.26,3.81,2.55,9/11/2015,
Eucalyptus shirleyi,Eucalyptus shirleyi,DN 1292,"White Mountains, QLD",89,"34,35,36,37",1996,2000,2000,Batch 3 collected 22.11.15,0.487,1.26,2.98,2.71,27/11/2015,
Eucalyptus pimpiniana,Eucalyptus pimpiniana,DN 2738,"Mulga Rockhole, WA",184,"25,26,27,28",2000,2002,2003,Batch 2 collected 10.11.15,0.487,1.26,2.91,2.17,19/11/2015,
Eucalyptus melanoleuca,Eucalyptus melanoleuca,DN 2111,"Yarraman, QLD",151,"21,22,23,24",1998,2007,2007,Batch 3 collected 22.11.15,0.488,1.26,6.22,2.97,1/12/2015,
Eucalyptus arachnaea subsp. arrecta,Eucalyptus arachnaea subsp. arrecta,DN 2216,"Morawa, WA",174,"21,22,23,24",1999,2005,2011,Batch 4 collected 29.11.15,0.488,1.26,2.99,2.07,10/12/2015,
Eucalyptus misella,Eucalyptus misella,DN 147,"Lort River, WA",24,"29,30,31,32",1993,1996,1996,Batch 6 collected 10.1.16,0.488042948,1.26,5.54,2.36,21/01/2016,
Eucalyptus dawsonii,Eucalyptus dawsonii,DN 743,"Ginghi, NSW",47,"19,20,21,22",1994,1998,1998,Batch 5 collected 6.12.15,0.488,1.26,4.06,3.14,14/12/2015,
Eucalyptus leucophylla,Eucalyptus leucophylla,DN 1941,"Halls Creek, WA",133,"29,30",1997,,,Batch 3 collected 22.11.15,0.488,1.26,2.85,2.17,30/11/2015,
Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,DN 351,"Bordertown, SA",45,"09,10,11,12",1994,1998,1998,Batch 5 collected 6.12.15,0.488,1.26,3.12,2.6,17/12/2015,
Eucalyptus protensa,Eucalyptus protensa,DN 3641,"Fraser Range, WA",222,"09,10,11,12",2001,2004,2010,Batch 1 collected 1.11.15,0.488,1.26,3.31,2.39,10/11/2015,
Eucalyptus celastroides subsp. celastroides,Eucalyptus celastroides subsp. celastroides,DN 132,"Mt Norcott, WA",44,"05,6,7,8,9",1994,1999,1999,Batch 5 collected 6.12.15,0.489,1.27,3.22,2.36,20/12/2015,
Eucalyptus horistes,Eucalyptus horistes subsp. 'horistes',DN 2756,"Youanmi, WA",187,"27,28,29,30",2000,2005,2007,Batch 2 collected 10.11.15,0.489,1.27,2.4,1.94,20/11/2015,
Eucalyptus oldfieldii,Eucalyptus oldfieldii,DN 2732,"Balpe Lakes, WA",184,"13,14,15,16",2000,2002,2003,Batch 1 collected 1.11.15,0.489,1.27,3.05,2.28,12/11/2015,
Eucalyptus melanoxylon,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",11,"27,28,29,30",1993,1997,2001,Batch 7 collected 30.1.16,0.488758553,1.27,3.93,2.85,9/02/2016,
Eucalyptus oleosa subsp. cylindroidea,Eucalyptus oleosa subsp. cylindroidea,DN 2259,"Lort River, WA",189,"05,6,7,8",2000,2005,2009,Batch 2 collected 10.11.15,0.489,1.27,2.67,2.14,23/11/2015,
Eucalyptus terebra,Eucalyptus terebra,DN 3607,"Mt Buraminya, WA",224,"25,26,27,28",2001,2005,2007,Batch 1 collected 1.11.15,0.489,1.27,2.49,2.23,10/11/2015,
Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, QLD",49,"20,21,22,23",1994,1999,2000,Batch 5 collected 6.12.15,0.489,1.27,3.12,2.43,20/12/2015,
Eucalyptus dura,Eucalyptus dura,DN 689,"Barakula forest, QLD",53,"25,26,27,28",1994,2001,2001,Batch 5 collected 6.12.15,0.489,1.27,4.2,2.86,14/12/2015,
Eucalyptus leucoxylon subsp. bellarinensis,Eucalyptus leucoxylon subsp. bellarinensis,DN 460,"Torquay, VIC",56,"31,32,33,34",1994,1999,1999,Batch 5 collected 6.12.15,0.489,1.27,3.08,2.6,14/12/2015,
Eucalyptus longicornis,Eucalyptus longicornis,DN 2283,"Lake Johnson, WA",187,"23,24,25,26",2000,2006,2013,Batch 2 collected 10.11.15,0.489,1.27,2.42,1.77,20/11/2015,
Eucalyptus trivalva,Eucalyptus trivalvis ,DN 5200,"Mt Woodroffe, SA",301,"05,6,7",2010,,,Batch 4 collected 29.11.15,0.489,1.27,3.09,2.6,9/12/2015,
Eucalyptus jensenii,Eucalyptus jensenii,DN 1916,"Mt Barnett, WA",138,"24,25,26,27",1997,,,Batch 4 collected 29.11.15,0.49,1.27,3.17,2.31,10/12/2015,
Eucalyptus leucophylla,Eucalyptus leucophylla,DN 1331,"Mt Isa, QLD",87,"14,15,16,17",1996,2001,2001,Batch 3 collected 22.11.15,0.49,1.27,2.6,2.18,30/11/2015,
Eucalyptus populnea,Eucalyptus populnea subsp. bimbil,DN 2954,"Nyngan, NSW",186,"11,12,13,14",2000,2005,2007,Batch 2 collected 10.11.15,0.49,1.27,2.41,2.19,20/11/2015,
Eucalyptus victrix,Eucalyptus victrix,DN 1178,"Lake Macleod,  WA",63,"17,18,19,20",1995,2002,2002,Batch 5 collected 6.12.15,0.49,1.27,3.5,2.88,20/12/2015,
Eucalyptus caleyi subsp. ovendenii,Eucalyptus caleyi subsp. ovendenii,DN 2930,"Gibraltar Rock, NSW",190,"21,22,23,24",2000,2011,2011,Batch 2 collected 10.11.15,0.49,1.27,2.67,2.15,23/11/2015,
Eucalyptus fusiformis,Eucalyptus fusiformis,DN 645,"Tamban, NSW",61,"13,14,15,16",1994,2001,2001,Batch 5 collected 6.12.15,0.49,1.27,3.34,2.54,20/12/2015,
Eucalyptus prolixa,Eucalyptus prolixa,DN 2281,"Bremer Range, WA",203,"13,14,15,16",2002,2011,2011,Batch 2 collected 10.11.15,0.49,1.27,2.46,1.91,19/11/2015,
NA,Eucalyptus sp. North Balladonia,DN 3620,"Zanthus, WA",225,"33,34,35,36",2001,2003,2004,Batch 7 collected 30.1.16,0.489955904,1.27,3.16,2.73,9/02/2016,
Eucalyptus vesiculosa,Eucalyptus vesiculosa,DN 3565,"Corackerup, WA",234,"09,10,11,12",2001,2004,2005,Batch 7 collected 30.1.16,0.489955904,1.27,4.35,3.04,9/02/2016,
Eucalyptus youngiana ,Eucalyptus youngiana ,DN 4542,"Fraser Range, WA",209,"32,33,34",2006,2011,2011,Batch 2 collected 10.11.15,0.49,1.27,3.56,2.5,20/11/2015,
Eucalyptus calcareana,Eucalyptus calcareana,DN 2587,"Kimba, SA",186,"05,6,7,8",2000,2004,2007,Batch 1 collected 1.11.15,0.49,1.27,3.45,3.16,11/11/2015,
Eucalyptus melanophloia subsp. nana ,Eucalyptus melanophloia subsp. nana ,DN 4183,"Mt Isa, QLD",202,"20,21,22,23",2002,2011,2011,Batch 7 collected 30.1.16,0.490196078,1.27,4.63,3.35,8/02/2016,
Eucalyptus panda,Eucalyptus panda,DN 683,"Tara, QLD",53,"33,34,35,36",1994,2007,2007,Batch 5 collected 6.12.15,0.49,1.27,2.72,2.78,17/12/2015,
Eucalyptus suggrandis subsp. suggrandis,Eucalyptus suggrandis subsp. suggrandis,DN 3583,"Desmond, WA",233,"17,18,19,20",2001,2005,2006,Batch 1 collected 1.11.15,0.49,1.27,5.42,2.97,9/11/2015,
Eucalyptus castrensis,Eucalyptus castrensis,DN 5263,"Pokolbin, NSW",303,"09,10,11",2010,2013,2013,Batch 4 collected 29.11.15,0.49,1.27,3.05,2.56,9/12/2015,
Eucalyptus goniantha subsp. kynoura,Eucalyptus goniantha subsp. kynoura,DN 3759,"Point Hillier, WA",238,"05,6,7,8",2001,2005,2007,Batch 1 collected 1.11.15,0.49,1.27,4.49,2.47,9/11/2015,
Eucalyptus incrassata,Eucalyptus incrassata,DN 1638,"Cape Le Grand, WA",136,"09,10,11,12",1997,2000,2001,Batch 3 collected 22.11.15,0.491,1.27,2.91,2.32,26/11/2015,
Eucalyptus luculenta,Eucalyptus luculenta,DN 3618,"Mt Buraminya, WA",203,"33,34,35,36",2002,2008,2009,Batch 2 collected 10.11.15,0.491,1.27,2.02,2.25,18/11/2015,
NA,Eucalyptus sp. Dartmoor,DN 5585,"Dartmoor, WA",315,"21,22,23,24",2011,,,Batch 6 collected 10.1.16,0.490677134,1.27,7.66,2.87,19/01/2016,
Eucalyptus conglobata subsp. perata,Eucalyptus conglobata subsp. perata,DN 3439,"Pingaring, WA",227,"21,22,23,24",2001,2005,2007,Batch 1 collected 1.11.15,0.491,1.27,3.49,3.02,9/11/2015,
Eucalyptus grandis,Eucalyptus grandis subsp. 'grandis',DN 1237,"Johns River, NSW",93,"34,35,36,37",1996,2000,2001,Batch 3 collected 22.11.15,0.491,1.27,2.33,1.94,27/11/2015,
Eucalyptus incrassata,Eucalyptus incrassata ,DN 2802,"Madura Beach, WA",182,"05,6,7,8",2000,2003,2004,Batch 1 collected 1.11.15,0.491,1.27,2.74,2.25,12/11/2015,
Eucalyptus lansdowneana,Eucalyptus lansdowneana,DN 57,"Gawler Ranges, SA",84,"01,2,3,4",1998,2000,2001,Batch 3 collected 22.11.15,0.491,1.27,2.9,2.13,30/11/2015,
Eucalyptus occidentalis,Eucalyptus occidentalis,DN 3556,"Stirling Range, WA",237,"25,26,27,28",2001,2004,2006,Batch 1 collected 1.11.15,0.491,1.27,3.19,2,12/11/2015,
Eucalyptus leucophylla,Eucalyptus leucophylla,DN 4236,"Halls Creek, WA",204,"17,18,19,20",2002,,,Batch 2 collected 10.11.15,0.491,1.27,2.45,2.04,18/11/2015,
Eucalyptus granitica,Eucalyptus granitica,DN 1305,"Herberton, QLD",94,"01,2,3,4",1996,2002,2002,Batch 3 collected 22.11.15,0.491,1.27,2.41,2.19,30/11/2015,
Eucalyptus porosa,Eucalyptus porosa,DN 482,"Mt Wudinna, SA",40,"12,13,14,15",1994,1997,1997,Batch 5 collected 6.12.15,0.491,1.27,3.3,2.87,17/12/2015,
Eucalyptus rugosa,Eucalyptus rugosa,DN 3179,"Sleaford, SA",229,"09,10,11,12",2001,2004,2006,Batch 1 collected 1.11.15,0.491,1.27,3.34,2.65,9/11/2015,
Eucalyptus salicola,Eucalyptus salicola,DN 3457,"Baandie, WA",227,"17,18,19,20",2001,2007,2008,Batch 1 collected 1.11.15,0.491,1.27,3.62,2.93,9/11/2015,
Eucalyptus ammophila,Eucalyptus ammophila,DN 1284,"Barcaldine, QLD",87,"28,29,30,31",1996,1999,1999,Batch 3 collected 22.11.15,0.492,1.27,3.65,2.39,30/11/2015,
Eucalyptus fruticosa,Eucalyptus fruticosa,DN 3532,"Kalbarri, WA",224,"17,18,19,20",2001,2005,2008,Batch 1 collected 1.11.15,0.492,1.27,3.06,2.34,10/11/2015,
Eucalyptus intertexta,Eucalyptus intertexta,DN 2677,"Warburton, WA",182,"34,35,36,37",2000,2011,2013,Batch 1 collected 1.11.15,0.492,1.27,2.91,2.41,12/11/2015,
Eucalyptus kumarlensis,Eucalyptus kumarlensis,DN 141,"Lake Gilmore, WA",11,"35,36,37,38",1993,1997,1998,Batch 7 collected 30.1.16,0.491642085,1.27,3.45,2.6,9/02/2016,
Eucalyptus phenax subsp. phenax,Eucalyptus phenax subsp. phenax,DN 929,"Lochiel, SA",72,"18,20,21,22",1995,1997,2000,Batch 5 collected 6.12.15,0.492,1.27,3.68,2.93,14/12/2015,
Eucalyptus pilbarensis,Eucalyptus pilbarensis,DN 1189,"Mt Nameless, WA",62,"17,18,19,20",1995,1997,1999,Batch 5 collected 6.12.15,0.492,1.27,3.96,2.81,17/12/2015,
Eucalyptus sargentii subsp. sargentii,Eucalyptus sargentii subsp. sargentii,DN 2229,"Koorda, WA",176,"13,14,15,16",1999,,,Batch 4 collected 29.11.15,0.492,1.27,4.67,2.73,8/12/2015,
Eucalyptus sideroxylon,Eucalyptus sideroxylon,DN 674,"Wallangarra, QLD",52,"09,10,11,12",1994,2008,2013,Batch 5 collected 6.12.15,0.492,1.27,3.37,2.57,17/12/2015,
Eucalyptus zopherophloia,Eucalyptus zopherophloia,DN 267,"Cliff Head, WA",25,"02,3,4,5",1993,1997,1999,Batch 6 collected 10.1.16,0.491883915,1.27,4.23,2.91,18/01/2016,
Eucalyptus cajuputea,Eucalyptus cajuputea,DN 1691,"Iron Dutchess, SA",135,"25,26,27,28",1997,2001,2001,Batch 3 collected 22.11.15,0.492,1.27,2.76,2.19,1/12/2015,
Eucalyptus sargentii subsp. onesia,Eucalyptus sargentii subsp. onesia,DN 3695,"Carani, WA",232,"21,22,23,24",2001,2006,2007,Batch 1 collected 1.11.15,0.492,1.27,5.11,2.53,9/11/2015,
Eucalyptus siderophloia,Eucalyptus siderophloia,DN 717,"Gympie, QLD",54,"12,13,14,15",1994,1999,2000,Batch 5 collected 6.12.15,0.492,1.27,3.45,3.05,16/12/2015,
Eucalyptus clivicola,Eucalyptus clivicola,DN 3779,"Tambellup, WA",230,"09,10,11,12",2001,2006,2008,Batch 1 collected 1.11.15,0.492,1.28,3.65,2.95,9/11/2015,
Eucalyptus scias,Eucalyptus scias subsp. callimastha,DN 600,"Tomakin, NSW",52,"29,30,31,32",1994,1999,2000,Batch 5 collected 6.12.15,0.492,1.28,3.1,2.59,20/12/2015,
Eucalyptus leptopoda subsp. leptopoda,Eucalyptus leptopoda subsp. leptopoda,DN 298,"Bonnie Rock, WA",14,"35,36,37",1993,1996,1997,Batch 7 collected 30.1.16,0.492610837,1.28,3.09,2.41,10/02/2016,
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,DN 2251,"Ravensthorpe, WA",191,"35,36",2000,2008,2013,Batch 2 collected 10.11.15,0.493,1.28,2.52,1.76,19/11/2015,
Eucalyptus pachyphylla,Eucalyptus pachyphylla,DN 6637,"Tanami Desert, NT",297,"13,14,15,16",2015,,,Batch 7 collected 30.1.16,0.492610837,1.28,3.27,2.93,5/02/2016,
Eucalyptus tumida,Eucalyptus tumida,DN 159,"Scaddan, WA",13,"32,33,34,35",1993,1995,1997,Batch 6 collected 10.1.16,0.492610837,1.28,5.82,2.39,20/01/2016,
NA,Eucalyptus aenea,DN 2083,"Gungal, NSW",84,"16,17,18,19",1998,2005,2005,Batch 3 collected 22.11.15,0.493,1.28,6.16,3.29,1/12/2015,
Eucalyptus salmonophloia,Eucalyptus salmonophloia,DN 2306,"Zanthus, WA",177,"16,17,18,19",1999,2007,,Batch 4 collected 29.11.15,0.493,1.28,2.91,2.31,8/12/2015,
Eucalyptus cretata,Eucalyptus cretata,DN 1689,"Darke Peak, SA",133,"25,26,27,28",1997,2001,2003,Batch 3 collected 22.11.15,0.493,1.28,2.87,2.15,26/11/2015,
Eucalyptus lucens,Eucalyptus lucens,DN 1353,"Mt Hermannsburg, NT",86,"19,20,21",1996,2000,2000,Batch 3 collected 22.11.15,0.493,1.28,3.35,2.63,30/11/2015,
Eucalyptus rhombica,Eucalyptus rhombica,DN 2104,"Karara, QLD",150,"01,2,3,4",1998,2011,2013,Batch 3 collected 22.11.15,0.493,1.28,3.4,2.96,1/12/2015,
Eucalyptus tricarpa,Eucalyptus tricarpa,DN 1727,"Aireys Inlet, VIC",138,"16,17,18,19",1997,2005,2005,Batch 3 collected 22.11.15,0.493,1.28,2.2,1.92,27/11/2015,
Eucalyptus viridis,Eucalyptus viridis,DN 729,"Hermidale, NSW",49,"01,2,3,4",1994,2001,2008,Batch 5 collected 6.12.15,0.493,1.28,3.06,3.07,20/12/2015,
Eucalyptus cyanophylla,Eucalyptus cyanophylla,DN 983,"Berri, SA",64,"36,37,38,39",1995,2000,2005,Batch 5 collected 6.12.15,0.493,1.28,3.84,3.3,11/12/2015,
Eucalyptus elegans,Eucalyptus elegans,DN 680,"Kogan, QLD",51,"01,2,3,4",1994,2006,2007,Batch 5 collected 6.12.15,0.493,1.28,3.78,4,20/12/2015,
Eucalyptus crebra,Eucalyptus crebra,DN 6453,"Flora Range, QLD",243,"08,9,10,11",2013,,,Batch 7 collected 30.1.16,0.493583416,1.28,2.95,3.09,9/02/2016,very weak signal
Eucalyptus leptopoda subsp. arctata,Eucalyptus leptopoda subsp. arctata,DN 276,"Mullewa, WA",22,"01,2,3",1993,1995,1996,Batch 6 collected 10.1.16,0.493583416,1.28,4.34,2.85,18/01/2016,
NA,Eucalyptus sp. Mt Garnet,DN 2506,"Mt Garnet, QLD",166,"01,2,3,4",1999,2008,2008,Batch 4 collected 29.11.15,0.494,1.28,2.77,2.17,8/12/2015,
Eucalyptus leptophleba,Eucalyptus leptophleba,DN 1313,"Laura, QLD",132,"21,22,23,24",1997,,,Batch 3 collected 22.11.15,0.494,1.28,2.74,2.16,26/11/2015,
Eucalyptus leptopoda subsp. subluta,Eucalyptus leptopoda subsp. subluta,DN 2776,"Menzies, WA",185,"09,10,11",2000,2009,2009,Batch 2 collected 10.11.15,0.494,1.28,2.3,2.66,23/11/2015,
Eucalyptus populnea,Eucalyptus populnea subsp. populnea,DN 679,"Kogan, QLD",59,"12,13,14,15",1994,1999,2000,Batch 5 collected 6.12.15,0.494,1.28,3.41,3.01,14/12/2015,
Eucalyptus semota,Eucalyptus semota,DN 2193,"Doolgunna, WA",179,"25,26,27,28",1999,,,Batch 4 collected 29.11.15,0.494,1.28,3.06,2.22,8/12/2015,
Eucalyptus spathulata subsp. spathulata,Eucalyptus spathulata subsp. spathulata,DN 234,"Katanning, WA",71,"04,5,6,7",1995,2001,2004,Batch 7 collected 30.1.16,0.49382716,1.28,4.22,2.74,5/02/2016,
Eucalyptus baileyana,Eucalyptus baileyana,DN 6455,"Blackdown Tableland, QLD",283,"09,10,11,12",2013,,,Batch 7 collected 30.1.16,0.494071146,1.28,2.61,2.33,10/02/2016,
Eucalyptus sicilifolia,Eucalyptus sicilifolia,DN 1276,"Mt Zamia, QLD",89,"15,16,17,18",1996,2002,2006,Batch 3 collected 22.11.15,0.494,1.28,4.05,3.98,1/12/2015,
NA,Eucalyptus trachybasis,DN 4306,"Widgiemooltha, WA",203,"25,26,27,28",2002,2006,2008,Batch 7 collected 30.1.16,0.494071146,1.28,4.98,2.91,9/02/2016,
Eucalyptus baiophylla,Eucalyptus baiophylla,DN 1181,"Cape Farquhar, WA",72,"01,2,3",1995,1999,2000,Batch 7 collected 30.1.16,0.494315373,1.28,3.24,2.36,10/02/2016,
Eucalyptus bakeri,Eucalyptus bakeri,DN 1269,"Mt Moffat, QLD",90,"13,14,15,16",1996,1998,2000,Batch 3 collected 22.11.15,0.494,1.28,3.05,2.67,30/11/2015,
Eucalyptus microtheca,Eucalyptus microtheca,DN 1338,"Newcastle Creek, NT",87,"32,33,34,35",1996,,,Batch 3 collected 22.11.15,0.494,1.28,3.05,2.65,27/11/2015,
Eucalyptus proxima,Eucalyptus proxima,DN 3571,"Desmond, WA",236,"01,2,3,4",2001,2005,2009,Batch 1 collected 1.11.15,0.494,1.28,4.48,3.25,11/11/2015,
Eucalyptus burracoppinensis,Eucalyptus burracoppinensis,DN 306,"Cramphorne, WA",178,"25,26,27,28",1999,2007,2011,Batch 4 collected 29.11.15,0.495,1.28,2.99,2.26,8/12/2015,
Eucalyptus leucoxylon subsp. stephaniae,Eucalyptus leucoxylon subsp. stephaniae,DN 2581,"Little Desert, VIC",189,"27,28,29,30",2000,2006,2006,Batch 2 collected 10.11.15,0.495,1.28,2.44,1.86,20/11/2015,
Eucalyptus macrocarpa subsp. elachantha,Eucalyptus macrocarpa subsp. elachantha,DN 250,"Cataby, WA",16,"21,22,23",1993,1995,1998,Batch 6 collected 10.1.16,0.494559842,1.28,3.54,2.54,21/01/2016,
Eucalyptus oleosa subsp. ampliata ,Eucalyptus oleosa subsp. ampliata ,DN 2561,"Bute, SA",188,"09,10,11,12",2000,2004,2007,Batch 2 collected 10.11.15,0.495,1.28,3.23,2.35,23/11/2015,
Eucalyptus tephroclada,Eucalyptus tephroclada,DN 314,"Hyden,  WA ",24,"13,14,15,16",1993,1997,1997,Batch 6 collected 10.1.16,0.494559842,1.28,4.58,2.83,18/01/2016,
Eucalyptus gardneri subsp. ravensthorpensis,Eucalyptus gardneri subsp. ravensthorpensis,DN 1636,"Ravensthorpe, WA",133,"01,2,3,4",1997,2000,2003,Batch 7 collected 30.1.16,0.494804552,1.28,3.29,2.6,5/02/2016,
Eucalyptus aequioperta,Eucalyptus aequioperta,DN 3448,"Hyden, WA",223,"21,22,23,24",2001,2008,,Batch 1 collected 1.11.15,0.495,1.28,2.72,2.59,10/11/2015,
Eucalyptus cyclostoma,Eucalyptus cyclostoma,DN 125,"Newman Rock, WA",12,"09,10,11,12",1993,1995,1998,Batch 6 collected 10.1.16,0.495049505,1.28,4.34,2.82,18/01/2016,
Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,DN 2897,"Barham, NSW",187,"04,5,6,7",2000,2008,2009,Batch 1 collected 1.11.15,0.495,1.28,2.6,2.43,12/11/2015,
Eucalyptus odorata,Eucalyptus odorata,DN 822,"Kangaroo Island, SA",66,"34,35,36,37",1995,1999,2000,Batch 5 collected 6.12.15,0.495,1.28,3.44,2.57,14/12/2015,
Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,DN 3721,"Lake Grace, WA",229,"29,30,32",2001,2006,2007,Batch 1 collected 1.11.15,0.495,1.28,3.01,2.29,9/11/2015,
Eucalyptus hypostomatica,Eucalyptus hypostomatica,DN 2080,"Watagan State Forest, NSW",153,"01,2,3,4",1998,2008,2011,Batch 3 collected 22.11.15,0.495,1.28,2.62,2.03,30/11/2015,
Eucalyptus petrensis,Eucalyptus petrensis,DN 248,"Seabird, WA",27,"31,32,33,34",1993,1996,1997,Batch 6 collected 10.1.16,0.4952947,1.28,3.32,2.64,21/01/2016,
Eucalyptus creta,Eucalyptus creta,DN 3606,"Mt Ney, WA",224,"13,14,15,16",2001,2003,2006,Batch 1 collected 1.11.15,0.496,1.28,2.67,2.2,10/11/2015,
Eucalyptus fibrosa,Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",50,"13,14,15,16",1994,2000,2001,Batch 5 collected 6.12.15,0.496,1.28,3.39,3.45,20/12/2015,
Eucalyptus alatissima,Eucalyptus alatissima,DN 1530,"Ilkurlka, WA",132,"25,26",1997,2000,2000,Batch 3 collected 22.11.15,0.496,1.28,2.87,2.34,30/11/2015,
Eucalyptus paedoglauca,Eucalyptus paedoglauca,DN 5121,"Mt Stuart, QLD",303,"05,6,7,8",2010,,,Batch 4 collected 29.11.15,0.496,1.28,2.71,2.17,10/12/2015,
Eucalyptus arachnaea subsp. arachnaea,Eucalyptus arachnaea subsp. arachnaea,DN 296,"Cadoux, WA",26,"11,12,13,14",1993,1997,2000,Batch 6 collected 10.1.16,0.496031746,1.28,3.98,2.98,18/01/2016,
Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,DN 6785,"Avon River, VIC",295,"01,2,3,4",2015,,,Batch 7 collected 30.1.16,0.496031746,1.28,3.05,2.54,8/02/2016,
Eucalyptus goniantha subsp. goniantha,Eucalyptus goniantha subsp. goniantha,DN 3754,"Manypeaks, WA",239,"13,14,15,16",2001,2005,2007,Batch 7 collected 30.1.16,0.496277916,1.29,3.31,2.63,9/02/2016,
Eucalyptus leucophylla,Eucalyptus leucophylla,DN 1937,"Turkey Creek, WA",136,"27,28,29,30",1997,2013,2013,Batch 4 collected 29.11.15,0.496,1.29,2.77,2.6,11/12/2015,
Eucalyptus lucasii,Eucalyptus lucasii,DN 545,"Wiluna, WA",39,"09,10,11,12",1994,1999,2000,Batch 5 collected 6.12.15,0.496,1.29,4.2,3.3,14/12/2015,
Eucalyptus quaerenda,Eucalyptus quaerenda,DN 237,"Chinocup Lake, WA",20,"07,8,9,10",1993,1998,1998,Batch 6 collected 10.1.16,0.496277916,1.29,4.14,2.21,21/01/2016,
NA,"Eucalyptus rameliana",DN 4294,"Lake Kerrylyn, WA",200,"01,2,3,4",2002,2011,2011,Batch 2 collected 10.11.15,0.496,1.29,2.6,2.36,18/11/2015,
Eucalyptus fracta,Eucalyptus fracta,DN 2081,"Broken Back Range, NSW",152,"09,10,11,12",1998,2008,2011,Batch 3 collected 22.11.15,0.497,1.29,4.83,2.79,30/11/2015,
Eucalyptus gardneri subsp. gardneri,Eucalyptus gardneri subsp. gardneri,DN 3434,"Kulin, WA",227,"09,10,11,12",2001,2004,2006,Batch 1 collected 1.11.15,0.497,1.29,3.57,2.54,11/11/2015,
Eucalyptus sparsa,Eucalyptus sparsa,DN 2684,"Blackstone Range, WA",182,"26,27,28,29",2000,,,Batch 1 collected 1.11.15,0.497,1.29,4.96,2.36,11/11/2015,
Eucalyptus tenera,Eucalyptus tenera,DN 3590,"Cascades, WA",235,"21,22,23,24",2001,2005,2005,Batch 1 collected 1.11.15,0.497,1.29,4.53,2.92,11/11/2015,
Eucalyptus websteriana subsp. websteriana,Eucalyptus websteriana subsp. websteriana,DN 331,"Red Hill, WA",22,19,1993,1997,1997,Batch 6 collected 10.1.16,0.496770989,1.29,6.05,2.75,21/01/2016,
Eucalyptus leucoxylon subsp. leucoxylon ,Eucalyptus leucoxylon subsp. leucoxylon ,DN 3788,"Glenisla, VIC",207,"28,29,30,31",2002,2009,2011,Batch 2 collected 10.11.15,0.497,1.29,2.07,1.77,18/11/2015,
Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,,"Giles, WA",9,"05,6,7",1993,1998,1999,Batch 7 collected 30.1.16,0.497017893,1.29,3.38,2.73,5/02/2016,
Eucalyptus oxymitra,Eucalyptus oxymitra,DN 1704,"Birksgate Range, SA",135,"08,9,10",1997,2000,2001,Batch 3 collected 22.11.15,0.497,1.29,2.72,2.42,26/11/2015,
Eucalyptus steedmanii,Eucalyptus steedmanii,DN 4668,"Mt Holland, WA",268,"01,2,3",2004,2011,2013,Batch 2 collected 10.11.15,0.497,1.29,2.84,2.28,20/11/2015,
Eucalyptus brownii,Eucalyptus brownii,DN 1293,"Pentland, QLD",90,"17,18,19",1996,2000,2001,Batch 3 collected 22.11.15,0.498,1.29,2.69,2.87,1/12/2015,
Eucalyptus calcareana,Eucalyptus calcareana ,DN 2800,"Madura Pass, WA",183,"05,6,7,8",2000,2003,2004,Batch 7 collected 30.1.16,0.497512438,1.29,3.19,2.18,9/02/2016,
